Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Device_Type_Category,Screen_Time_Category,weekday_flag,Usage_Balance_Category,Health_Risk_Level,Educational_Time_hr,Recreational_Time_hr,Educational_Time_Actual,Recreational_Time_Actual
8,Male,4.98,Smartphone,True,0.49,No Health Impact,Urban,Child,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.6377181208053695,3.3422818791946307,1 hr 38 min,3 hr 21 min
12,Male,4.14,Smartphone,True,0.36,No Health Impact,Urban,Pre-Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.0958823529411763,3.0441176470588234,1 hr 6 min,3 hr 3 min
17,Female,5.13,TV,True,0.42,Poor Sleep,Urban,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.5173239436619719,3.612676056338028,1 hr 31 min,3 hr 37 min
18,Female,3.87,TV,True,0.49,Poor Sleep,Urban,Senior Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,1.2726845637583892,2.597315436241611,1 hr 16 min,2 hr 36 min
16,Female,3.92,Laptop,True,0.48,Poor Sleep,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.2713513513513512,2.6486486486486487,1 hr 16 min,2 hr 39 min
15,Male,8.03,Tablet,True,0.38,Poor Sleep,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.211159420289855,5.818840579710145,2 hr 13 min,5 hr 49 min
10,Female,3.03,Smartphone,True,0.58,Obesity Risk,Rural,Pre-Teen,Portable,Moderate,weekday,Balanced,Moderate Risk,1.112278481012658,1.9177215189873418,1 hr 7 min,1 hr 55 min
10,Male,3.82,Tablet,True,0.53,No Health Impact,Rural,Pre-Teen,Portable,Moderate,weekday,Balanced,Moderate Risk,1.3232679738562092,2.496732026143791,1 hr 19 min,2 hr 30 min
8,Male,2.6,Smartphone,True,0.44,No Health Impact,Urban,Child,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7944444444444445,1.8055555555555556,0 hr 48 min,1 hr 48 min
10,Female,1.17,TV,False,0.42,No Health Impact,Urban,Pre-Teen,Other,Low,weekday,Mostly Recreational,Moderate Risk,0.346056338028169,0.823943661971831,0 hr 21 min,0 hr 49 min
18,Female,4.85,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.2033834586466166,3.6466165413533833,1 hr 12 min,3 hr 39 min
8,Female,2.22,Smartphone,True,0.44,No Health Impact,Urban,Child,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6783333333333335,1.5416666666666667,0 hr 41 min,1 hr 33 min
15,Male,3.95,Smartphone,True,0.36,Eye Strain,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0455882352941177,2.9044117647058822,1 hr 3 min,2 hr 54 min
8,Male,7.54,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,Child,Portable,Very High,weekend,Mostly Recreational,High Risk,2.4795973154362416,5.060402684563758,2 hr 29 min,5 hr 4 min
12,Female,5.52,Laptop,True,0.44,"Poor Sleep, Eye Strain, Anxiety",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.6866666666666665,3.833333333333333,1 hr 41 min,3 hr 50 min
16,Female,4.16,Laptop,True,0.4,Eye Strain,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.1885714285714288,2.9714285714285715,1 hr 11 min,2 hr 58 min
14,Male,3.36,Smartphone,True,0.38,Poor Sleep,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9252173913043479,2.434782608695652,0 hr 56 min,2 hr 26 min
11,Female,3.96,TV,True,0.42,Anxiety,Urban,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,1.171267605633803,2.788732394366197,1 hr 10 min,2 hr 47 min
18,Female,4.32,TV,True,0.44,"Poor Sleep, Eye Strain",Rural,Senior Teen,Other,High,weekday,Mostly Recreational,High Risk,1.32,3.0,1 hr 19 min,3 hr 0 min
16,Female,5.9,Smartphone,True,0.45,Poor Sleep,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.831034482758621,4.068965517241379,1 hr 50 min,4 hr 4 min
16,Female,3.74,TV,True,0.41,"Poor Sleep, Eye Strain",Urban,Teen,Other,Moderate,weekday,Mostly Recreational,High Risk,1.087517730496454,2.652482269503546,1 hr 5 min,2 hr 39 min
9,Male,2.76,Tablet,True,0.55,No Health Impact,Urban,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,0.9793548387096774,1.7806451612903222,0 hr 59 min,1 hr 47 min
17,Male,3.3,Smartphone,True,0.35,Poor Sleep,Rural,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8555555555555554,2.4444444444444446,0 hr 51 min,2 hr 27 min
17,Male,4.82,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.5410884353741496,3.278911564625851,1 hr 32 min,3 hr 17 min
18,Male,5.18,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.2852631578947369,3.894736842105263,1 hr 17 min,3 hr 54 min
13,Female,5.52,Smartphone,True,0.48,Obesity Risk,Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.79027027027027,3.72972972972973,1 hr 47 min,3 hr 44 min
11,Female,1.97,Smartphone,False,0.32,No Health Impact,Rural,Pre-Teen,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.47757575757575754,1.4924242424242424,0 hr 29 min,1 hr 30 min
15,Male,4.7,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Rural,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.2693430656934306,3.43065693430657,1 hr 16 min,3 hr 26 min
18,Male,2.88,Tablet,False,0.38,No Health Impact,Rural,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7930434782608696,2.0869565217391304,0 hr 48 min,2 hr 5 min
14,Male,3.34,Smartphone,True,0.49,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0983892617449664,2.2416107382550337,1 hr 6 min,2 hr 14 min
14,Male,3.74,Tablet,True,0.45,Eye Strain,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.160689655172414,2.5793103448275865,1 hr 10 min,2 hr 35 min
18,Male,6.02,Laptop,True,0.5,"Poor Sleep, Eye Strain",Rural,Senior Teen,Portable,Very High,weekend,Balanced,High Risk,2.0066666666666664,4.013333333333334,2 hr 0 min,4 hr 1 min
17,Male,2.28,Smartphone,False,0.41,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6629787234042552,1.6170212765957446,0 hr 40 min,1 hr 37 min
16,Male,3.69,Tablet,True,0.36,Poor Sleep,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9767647058823531,2.7132352941176467,0 hr 59 min,2 hr 43 min
12,Male,4.69,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,High Risk,1.2414705882352943,3.448529411764706,1 hr 14 min,3 hr 27 min
13,Female,5.12,Smartphone,True,0.42,Eye Strain,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5143661971830986,3.6056338028169015,1 hr 31 min,3 hr 36 min
8,Female,0.99,Smartphone,False,0.44,No Health Impact,Urban,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.3025,0.6875,0 hr 18 min,0 hr 41 min
13,Male,4.68,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.2388235294117647,3.441176470588235,1 hr 14 min,3 hr 26 min
9,Female,8.63,TV,True,0.43,Poor Sleep,Urban,Child,Other,Very High,weekend,Mostly Recreational,Moderate Risk,2.5950349650349653,6.034965034965035,2 hr 36 min,6 hr 2 min
13,Male,7.21,Tablet,True,0.41,No Health Impact,Urban,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.0965248226950353,5.113475177304965,2 hr 6 min,5 hr 7 min
16,Female,7.36,TV,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,Teen,Other,Very High,weekend,Mostly Recreational,High Risk,1.8674626865671642,5.492537313432836,1 hr 52 min,5 hr 30 min
15,Female,4.97,TV,True,0.44,No Health Impact,Urban,Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.5186111111111111,3.4513888888888884,1 hr 31 min,3 hr 27 min
16,Male,6.32,Laptop,True,0.3,Poor Sleep,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.4584615384615383,4.861538461538462,1 hr 28 min,4 hr 52 min
17,Female,4.94,TV,True,0.34,"Poor Sleep, Anxiety",Rural,Senior Teen,Other,High,weekend,Mostly Recreational,High Risk,1.2534328358208957,3.6865671641791047,1 hr 15 min,3 hr 41 min
15,Female,4.16,TV,True,0.43,No Health Impact,Urban,Teen,Other,High,weekday,Mostly Recreational,Moderate Risk,1.250909090909091,2.909090909090909,1 hr 15 min,2 hr 55 min
10,Female,3.61,Smartphone,True,0.58,Anxiety,Urban,Pre-Teen,Portable,Moderate,weekday,Balanced,Moderate Risk,1.3251898734177214,2.2848101265822782,1 hr 20 min,2 hr 17 min
15,Female,6.8,Smartphone,True,0.42,Poor Sleep,Rural,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.011267605633803,4.788732394366197,2 hr 1 min,4 hr 47 min
13,Female,3.19,Tablet,True,0.37,"Eye Strain, Anxiety",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.8615328467153284,2.3284671532846715,0 hr 52 min,2 hr 20 min
13,Female,5.09,TV,True,0.46,Anxiety,Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.6036986301369864,3.486301369863013,1 hr 36 min,3 hr 29 min
13,Male,5.44,TV,True,0.38,"Poor Sleep, Obesity Risk",Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,High Risk,1.4979710144927538,3.9420289855072466,1 hr 30 min,3 hr 57 min
10,Female,0.55,TV,False,0.45,No Health Impact,Urban,Pre-Teen,Other,Low,weekday,Mostly Recreational,Moderate Risk,0.17068965517241383,0.3793103448275862,0 hr 10 min,0 hr 23 min
17,Female,5.14,Smartphone,True,0.42,Poor Sleep,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5202816901408451,3.6197183098591545,1 hr 31 min,3 hr 37 min
8,Female,6.19,Smartphone,True,0.44,Anxiety,Urban,Child,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.8913888888888892,4.298611111111111,1 hr 53 min,4 hr 18 min
11,Female,3.61,Laptop,True,0.34,Poor Sleep,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9159701492537313,2.6940298507462686,0 hr 55 min,2 hr 42 min
17,Female,4.2,Smartphone,True,0.31,Eye Strain,Rural,Senior Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,0.9938931297709923,3.206106870229008,0 hr 60 min,3 hr 12 min
13,Male,5.83,Laptop,True,0.45,Eye Strain,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.8093103448275862,4.020689655172414,1 hr 49 min,4 hr 1 min
18,Male,6.12,Smartphone,True,0.45,Poor Sleep,Urban,Senior Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.8993103448275863,4.220689655172414,1 hr 54 min,4 hr 13 min
17,Male,4.7,Smartphone,True,0.44,Obesity Risk,Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4361111111111111,3.2638888888888893,1 hr 26 min,3 hr 16 min
9,Male,1.6,Tablet,False,0.49,No Health Impact,Urban,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.5261744966442953,1.073825503355705,0 hr 32 min,1 hr 4 min
14,Female,4.09,TV,True,0.39,No Health Impact,Urban,Teen,Other,High,weekday,Mostly Recreational,Moderate Risk,1.1475539568345323,2.9424460431654675,1 hr 9 min,2 hr 57 min
14,Male,3.81,Laptop,True,0.49,Poor Sleep,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.2529530201342283,2.557046979865772,1 hr 15 min,2 hr 33 min
18,Male,4.7,TV,True,0.38,No Health Impact,Rural,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.2942028985507248,3.4057971014492754,1 hr 18 min,3 hr 24 min
11,Male,6.57,Smartphone,True,0.34,Obesity Risk,Rural,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.6670149253731346,4.902985074626866,1 hr 40 min,4 hr 54 min
11,Male,4.78,Smartphone,True,0.31,"Eye Strain, Anxiety",Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.1311450381679389,3.648854961832061,1 hr 8 min,3 hr 39 min
8,Male,4.18,Smartphone,True,0.52,"Poor Sleep, Obesity Risk",Urban,Child,Portable,High,weekday,Balanced,High Risk,1.43,2.75,1 hr 26 min,2 hr 45 min
9,Female,4.18,Smartphone,True,0.44,No Health Impact,Urban,Child,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.2772222222222223,2.9027777777777777,1 hr 17 min,2 hr 54 min
16,Female,4.61,Smartphone,True,0.35,No Health Impact,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.1951851851851851,3.4148148148148154,1 hr 12 min,3 hr 25 min
17,Female,3.22,Laptop,True,0.37,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8696350364963503,2.35036496350365,0 hr 52 min,2 hr 21 min
15,Male,3.39,Laptop,True,0.36,Eye Strain,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8973529411764706,2.4926470588235294,0 hr 54 min,2 hr 30 min
15,Female,5.09,Smartphone,True,0.31,Obesity Risk,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.204503816793893,3.885496183206107,1 hr 12 min,3 hr 53 min
16,Female,5.52,Smartphone,True,0.39,Poor Sleep,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.548776978417266,3.9712230215827335,1 hr 33 min,3 hr 58 min
14,Female,5.97,TV,True,0.37,Poor Sleep,Urban,Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.6123357664233575,4.357664233576642,1 hr 37 min,4 hr 21 min
16,Female,3.77,Tablet,True,0.39,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0577697841726619,2.712230215827338,1 hr 3 min,2 hr 43 min
17,Female,3.22,Smartphone,True,0.31,"Poor Sleep, Anxiety",Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.7619847328244275,2.458015267175573,0 hr 46 min,2 hr 27 min
9,Female,0.81,TV,False,0.5,No Health Impact,Rural,Child,Other,Low,weekday,Balanced,Moderate Risk,0.27,0.54,0 hr 16 min,0 hr 32 min
13,Male,4.92,TV,True,0.31,"Poor Sleep, Obesity Risk",Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,High Risk,1.1642748091603052,3.7557251908396947,1 hr 10 min,3 hr 45 min
10,Male,4.65,TV,True,0.4,Poor Sleep,Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.328571428571429,3.321428571428571,1 hr 20 min,3 hr 19 min
18,Male,3.2,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.8978417266187051,2.302158273381295,0 hr 54 min,2 hr 18 min
13,Female,2.39,TV,False,0.45,No Health Impact,Urban,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7417241379310346,1.6482758620689655,0 hr 45 min,1 hr 39 min
10,Male,3.06,TV,True,0.52,"Eye Strain, Anxiety, Obesity Risk",Urban,Pre-Teen,Other,Moderate,weekday,Balanced,High Risk,1.046842105263158,2.013157894736842,1 hr 3 min,2 hr 1 min
15,Male,4.35,Laptop,True,0.42,Anxiety,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.286619718309859,3.0633802816901405,1 hr 17 min,3 hr 4 min
18,Female,5.22,TV,True,0.42,"Poor Sleep, Eye Strain",Rural,Senior Teen,Other,High,weekend,Mostly Recreational,High Risk,1.5439436619718307,3.676056338028169,1 hr 33 min,3 hr 41 min
11,Female,3.62,Smartphone,True,0.46,Eye Strain,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.1405479452054794,2.4794520547945207,1 hr 8 min,2 hr 29 min
17,Male,3.11,TV,True,0.39,Eye Strain,Urban,Senior Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.872589928057554,2.237410071942446,0 hr 52 min,2 hr 14 min
13,Male,6.83,Smartphone,True,0.41,Poor Sleep,Rural,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.9860283687943263,4.843971631205674,1 hr 59 min,4 hr 51 min
16,Male,4.35,Laptop,True,0.47,Eye Strain,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.3908163265306122,2.9591836734693873,1 hr 23 min,2 hr 58 min
9,Female,2.88,Tablet,True,0.56,No Health Impact,Urban,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,1.0338461538461539,1.846153846153846,1 hr 2 min,1 hr 51 min
9,Male,10.2,Smartphone,True,0.44,Poor Sleep,Urban,Child,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,3.1166666666666663,7.083333333333333,3 hr 7 min,7 hr 5 min
14,Male,4.96,Smartphone,True,0.49,Poor Sleep,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.6311409395973155,3.328859060402684,1 hr 38 min,3 hr 20 min
9,Male,4.92,Tablet,True,0.42,No Health Impact,Urban,Child,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4552112676056337,3.464788732394366,1 hr 27 min,3 hr 28 min
9,Male,2.7,Smartphone,True,0.54,No Health Impact,Urban,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,0.9467532467532469,1.7532467532467533,0 hr 57 min,1 hr 45 min
11,Male,5.98,Smartphone,True,0.46,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.8841095890410962,4.095890410958904,1 hr 53 min,4 hr 6 min
16,Male,5.36,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Rural,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3896296296296295,3.9703703703703708,1 hr 23 min,3 hr 58 min
15,Female,4.07,Smartphone,True,0.49,Poor Sleep,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.3384563758389263,2.731543624161074,1 hr 20 min,2 hr 44 min
9,Male,6.63,TV,True,0.4,"Poor Sleep, Obesity Risk",Rural,Child,Other,Very High,weekend,Mostly Recreational,High Risk,1.8942857142857146,4.735714285714286,1 hr 54 min,4 hr 44 min
15,Male,5.33,TV,True,0.34,Obesity Risk,Urban,Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.3523880597014926,3.9776119402985075,1 hr 21 min,3 hr 59 min
11,Male,4.84,Smartphone,True,0.45,Anxiety,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5020689655172415,3.337931034482758,1 hr 30 min,3 hr 20 min
9,Female,4.14,TV,True,0.58,"Poor Sleep, Eye Strain",Rural,Child,Other,High,weekday,Balanced,High Risk,1.5197468354430377,2.620253164556962,1 hr 31 min,2 hr 37 min
18,Male,5.41,TV,True,0.36,"Poor Sleep, Anxiety",Urban,Senior Teen,Other,High,weekend,Mostly Recreational,High Risk,1.4320588235294118,3.9779411764705883,1 hr 26 min,3 hr 59 min
17,Female,4.32,Smartphone,True,0.41,No Health Impact,Rural,Senior Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.2561702127659575,3.0638297872340425,1 hr 15 min,3 hr 4 min
14,Female,4.18,TV,True,0.45,Poor Sleep,Urban,Teen,Other,High,weekday,Mostly Recreational,Moderate Risk,1.2972413793103448,2.882758620689655,1 hr 18 min,2 hr 53 min
13,Male,4.29,TV,True,0.4,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Other,High,weekday,Mostly Recreational,High Risk,1.225714285714286,3.064285714285714,1 hr 14 min,3 hr 4 min
17,Male,6.95,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,Senior Teen,Other,Very High,weekend,Mostly Recreational,High Risk,1.839705882352941,5.110294117647059,1 hr 50 min,5 hr 7 min
12,Female,6.21,TV,True,0.43,No Health Impact,Rural,Pre-Teen,Other,Very High,weekend,Mostly Recreational,Moderate Risk,1.8673426573426575,4.3426573426573425,1 hr 52 min,4 hr 21 min
18,Male,3.24,TV,True,0.39,Anxiety,Urban,Senior Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9090647482014388,2.3309352517985613,0 hr 55 min,2 hr 20 min
8,Female,0.1,TV,False,0.54,No Health Impact,Rural,Child,Other,Low,weekday,Balanced,Moderate Risk,0.03506493506493507,0.06493506493506493,0 hr 2 min,0 hr 4 min
9,Female,4.72,Tablet,True,0.58,Poor Sleep,Urban,Child,Portable,High,weekend,Balanced,Moderate Risk,1.7326582278481009,2.9873417721518987,1 hr 44 min,2 hr 59 min
15,Female,7.34,Laptop,True,0.48,Obesity Risk,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.38054054054054,4.95945945945946,2 hr 23 min,4 hr 58 min
8,Female,4.58,TV,True,0.41,Poor Sleep,Rural,Child,Other,High,weekend,Mostly Recreational,Moderate Risk,1.3317730496453901,3.24822695035461,1 hr 20 min,3 hr 15 min
10,Female,0.0,TV,False,0.53,No Health Impact,Urban,Pre-Teen,Other,Low,weekday,Balanced,Moderate Risk,0.0,0.0,0 hr 0 min,0 hr 0 min
9,Male,3.53,Smartphone,True,0.6,Obesity Risk,Urban,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,1.3237499999999998,2.20625,1 hr 19 min,2 hr 12 min
12,Female,6.23,Smartphone,True,0.38,Anxiety,Urban,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.715507246376812,4.5144927536231885,1 hr 43 min,4 hr 31 min
11,Male,5.71,Laptop,True,0.31,Eye Strain,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3512213740458014,4.358778625954199,1 hr 21 min,4 hr 22 min
14,Male,6.14,Smartphone,True,0.35,Obesity Risk,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.5918518518518514,4.548148148148148,1 hr 36 min,4 hr 33 min
12,Male,3.09,Laptop,True,0.38,Anxiety,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8508695652173913,2.2391304347826084,0 hr 51 min,2 hr 14 min
15,Male,4.99,Smartphone,True,0.32,"Poor Sleep, Anxiety",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.2096969696969697,3.7803030303030303,1 hr 13 min,3 hr 47 min
11,Female,4.99,Smartphone,True,0.5,No Health Impact,Urban,Pre-Teen,Portable,High,weekend,Balanced,Moderate Risk,1.6633333333333333,3.326666666666667,1 hr 40 min,3 hr 20 min
13,Female,2.73,TV,False,0.3,No Health Impact,Urban,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6299999999999999,2.1,0 hr 38 min,2 hr 6 min
11,Female,6.09,Laptop,True,0.43,No Health Impact,Urban,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.8312587412587413,4.258741258741258,1 hr 50 min,4 hr 16 min
9,Male,7.56,TV,True,0.58,"Poor Sleep, Eye Strain, Anxiety",Rural,Child,Other,Very High,weekend,Balanced,High Risk,2.775189873417721,4.784810126582279,2 hr 47 min,4 hr 47 min
8,Female,8.89,Smartphone,True,0.59,"Poor Sleep, Anxiety",Urban,Child,Portable,Very High,weekend,Balanced,High Risk,3.298805031446541,5.591194968553459,3 hr 18 min,5 hr 35 min
8,Female,2.56,Tablet,True,0.58,No Health Impact,Rural,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,0.9397468354430378,1.6202531645569622,0 hr 56 min,1 hr 37 min
15,Female,4.3,Smartphone,True,0.44,No Health Impact,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.3138888888888889,2.9861111111111107,1 hr 19 min,2 hr 59 min
11,Male,5.55,Smartphone,True,0.39,No Health Impact,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5571942446043163,3.9928057553956835,1 hr 33 min,3 hr 60 min
12,Female,4.45,Smartphone,True,0.37,Poor Sleep,Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2018248175182482,3.248175182481752,1 hr 12 min,3 hr 15 min
18,Male,2.35,Smartphone,False,0.37,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6346715328467153,1.715328467153285,0 hr 38 min,1 hr 43 min
15,Female,5.55,Laptop,True,0.39,Poor Sleep,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5571942446043163,3.9928057553956835,1 hr 33 min,3 hr 60 min
14,Female,5.7,Smartphone,True,0.43,"Poor Sleep, Anxiety",Rural,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.7139860139860141,3.986013986013986,1 hr 43 min,3 hr 59 min
15,Male,3.95,TV,True,0.43,Poor Sleep,Urban,Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,1.1877622377622379,2.7622377622377625,1 hr 11 min,2 hr 46 min
15,Female,4.23,Tablet,True,0.32,No Health Impact,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.0254545454545456,3.204545454545455,1 hr 2 min,3 hr 12 min
13,Male,3.58,Laptop,True,0.37,Poor Sleep,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9668613138686131,2.613138686131387,0 hr 58 min,2 hr 37 min
17,Male,3.28,Smartphone,True,0.37,Eye Strain,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8858394160583941,2.3941605839416056,0 hr 53 min,2 hr 24 min
9,Male,2.73,Tablet,True,0.56,No Health Impact,Urban,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,0.9800000000000001,1.75,0 hr 59 min,1 hr 45 min
13,Female,6.06,TV,True,0.41,No Health Impact,Urban,Pre-Teen,Other,Very High,weekend,Mostly Recreational,Moderate Risk,1.7621276595744677,4.297872340425532,1 hr 46 min,4 hr 18 min
8,Female,1.42,Tablet,False,0.41,No Health Impact,Urban,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.4129078014184397,1.0070921985815602,0 hr 25 min,1 hr 0 min
8,Female,1.2,TV,False,0.58,No Health Impact,Urban,Child,Other,Low,weekday,Balanced,Moderate Risk,0.440506329113924,0.759493670886076,0 hr 26 min,0 hr 46 min
18,Female,6.55,Laptop,True,0.41,"Poor Sleep, Eye Strain",Urban,Senior Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.904609929078014,4.6453900709219855,1 hr 54 min,4 hr 39 min
